Temperature,Minimum Humidity,Maximum Humidity, Minimum Soil Moisture,Maximum Soil Moisture,Minimum pH Level,Maximum pH Level,Disease/Pest,Practices,Medicines/Remedy
29,0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis","Use resistant varieties, handpick and destroy egg masses at seedbed and transplanting, ensure proper timing of planting and synchronous planting, and encourage biological control agents.","abamectin, or tebufenozide"
30,0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis","Use resistant varieties, handpick and destroy egg masses at seedbed and transplanting, ensure proper timing of planting and synchronous planting, and encourage biological control agents.","abamectin, or tebufenozide"
31,0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis","Use resistant varieties, handpick and destroy egg masses at seedbed and transplanting, ensure proper timing of planting and synchronous planting, and encourage biological control agents.","abamectin, or tebufenozide"
21,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius","Planting sugarcane, infested setts buried under soil, harvest residues destroyed, fertilizers applied sparingly, and late spring planting preferred to minimize C. auricilius incidence.","abamectin, diazinon and bifenthrin"
22,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius","Planting sugarcane, infested setts buried under soil, harvest residues destroyed, fertilizers applied sparingly, and late spring planting preferred to minimize C. auricilius incidence.","abamectin, diazinon and bifenthrin"
23,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius","Planting sugarcane, infested setts buried under soil, harvest residues destroyed, fertilizers applied sparingly, and late spring planting preferred to minimize C. auricilius incidence.","abamectin, diazinon and bifenthrin"
24,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius","Planting sugarcane, infested setts buried under soil, harvest residues destroyed, fertilizers applied sparingly, and late spring planting preferred to minimize C. auricilius incidence.","abamectin, diazinon and bifenthrin"
25,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius","Planting sugarcane, infested setts buried under soil, harvest residues destroyed, fertilizers applied sparingly, and late spring planting preferred to minimize C. auricilius incidence.","abamectin, diazinon and bifenthrin"
26,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius","Planting sugarcane, infested setts buried under soil, harvest residues destroyed, fertilizers applied sparingly, and late spring planting preferred to minimize C. auricilius incidence.","abamectin, diazinon and bifenthrin"
27,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius","Planting sugarcane, infested setts buried under soil, harvest residues destroyed, fertilizers applied sparingly, and late spring planting preferred to minimize C. auricilius incidence.","abamectin, diazinon and bifenthrin"
28,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius","Planting sugarcane, infested setts buried under soil, harvest residues destroyed, fertilizers applied sparingly, and late spring planting preferred to minimize C. auricilius incidence.","abamectin, diazinon and bifenthrin"
29,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius","Planting sugarcane, infested setts buried under soil, harvest residues destroyed, fertilizers applied sparingly, and late spring planting preferred to minimize C. auricilius incidence.","abamectin, diazinon and bifenthrin"
30,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius","Planting sugarcane, infested setts buried under soil, harvest residues destroyed, fertilizers applied sparingly, and late spring planting preferred to minimize C. auricilius incidence.","abamectin, diazinon and bifenthrin"
31,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius","Planting sugarcane, infested setts buried under soil, harvest residues destroyed, fertilizers applied sparingly, and late spring planting preferred to minimize C. auricilius incidence.","abamectin, diazinon and bifenthrin"
32,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius","Planting sugarcane, infested setts buried under soil, harvest residues destroyed, fertilizers applied sparingly, and late spring planting preferred to minimize C. auricilius incidence.","abamectin, diazinon and bifenthrin"
33,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius","Planting sugarcane, infested setts buried under soil, harvest residues destroyed, fertilizers applied sparingly, and late spring planting preferred to minimize C. auricilius incidence.","abamectin, diazinon and bifenthrin"
23,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata","Use natural biological control agents, and introduce beneficial nematodes like Entomophatogenic nematodes.","Clothiandin 6g / 30L of Water, Carbofuran 3% 10kg /Acre, Chlorpyriphos 20% EC 2-4ml Foliar Spray, Chlorpyriphos 50% + Cypermethrin 5% EC 400ml /Acre in 200-400L of water, "
24,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata","Use natural biological control agents, and introduce beneficial nematodes like Entomophatogenic nematodes.","Clothiandin 6g / 30L of Water, Carbofuran 3% 10kg /Acre, Chlorpyriphos 20% EC 2-4ml Foliar Spray, Chlorpyriphos 50% + Cypermethrin 5% EC 400ml /Acre in 200-400L of water, "
25,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata","Use natural biological control agents, and introduce beneficial nematodes like Entomophatogenic nematodes.","Clothiandin 6g / 30L of Water, Carbofuran 3% 10kg /Acre, Chlorpyriphos 20% EC 2-4ml Foliar Spray, Chlorpyriphos 50% + Cypermethrin 5% EC 400ml /Acre in 200-400L of water, "
26,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata","Use natural biological control agents, and introduce beneficial nematodes like Entomophatogenic nematodes.","Clothiandin 6g / 30L of Water, Carbofuran 3% 10kg /Acre, Chlorpyriphos 20% EC 2-4ml Foliar Spray, Chlorpyriphos 50% + Cypermethrin 5% EC 400ml /Acre in 200-400L of water, "
27,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata","Use natural biological control agents, and introduce beneficial nematodes like Entomophatogenic nematodes.","Clothiandin 6g / 30L of Water, Carbofuran 3% 10kg /Acre, Chlorpyriphos 20% EC 2-4ml Foliar Spray, Chlorpyriphos 50% + Cypermethrin 5% EC 400ml /Acre in 200-400L of water, "
28,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata","Use natural biological control agents, and introduce beneficial nematodes like Entomophatogenic nematodes.","Clothiandin 6g / 30L of Water, Carbofuran 3% 10kg /Acre, Chlorpyriphos 20% EC 2-4ml Foliar Spray, Chlorpyriphos 50% + Cypermethrin 5% EC 400ml /Acre in 200-400L of water, "
29,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata","Use natural biological control agents, and introduce beneficial nematodes like Entomophatogenic nematodes.","Clothiandin 6g / 30L of Water, Carbofuran 3% 10kg /Acre, Chlorpyriphos 20% EC 2-4ml Foliar Spray, Chlorpyriphos 50% + Cypermethrin 5% EC 400ml /Acre in 200-400L of water, "
30,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata","Use natural biological control agents, and introduce beneficial nematodes like Entomophatogenic nematodes.","Clothiandin 6g / 30L of Water, Carbofuran 3% 10kg /Acre, Chlorpyriphos 20% EC 2-4ml Foliar Spray, Chlorpyriphos 50% + Cypermethrin 5% EC 400ml /Acre in 200-400L of water, "
20,0.6,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis",Encourage biological control agents or natural enemies that can manage the population of rice root aphids.,Spray carbaryl 50 WP@ 1kg/ha 
21,0.45,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis",Encourage biological control agents or natural enemies that can manage the population of rice root aphids.,Spray carbaryl 50 WP@ 1kg/ha 
22,0.45,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis",Encourage biological control agents or natural enemies that can manage the population of rice root aphids.,Spray carbaryl 50 WP@ 1kg/ha 
23,0.45,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis",Encourage biological control agents or natural enemies that can manage the population of rice root aphids.,Spray carbaryl 50 WP@ 1kg/ha 
24,0.45,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis",Encourage biological control agents or natural enemies that can manage the population of rice root aphids.,Spray carbaryl 50 WP@ 1kg/ha 
25,0.45,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis",Encourage biological control agents or natural enemies that can manage the population of rice root aphids.,Spray carbaryl 50 WP@ 1kg/ha 
19,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer,"Utilize resistant varieties, hand-pick and eliminate egg masses at the seedbed and transplanting, make sure to plant at the right time and in synchrony, and support biological control agents.",diazinon and bifenthrin
20,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer,"Utilize resistant varieties, hand-pick and eliminate egg masses at the seedbed and transplanting, make sure to plant at the right time and in synchrony, and support biological control agents.",diazinon and bifenthrin
21,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer,"Utilize resistant varieties, hand-pick and eliminate egg masses at the seedbed and transplanting, make sure to plant at the right time and in synchrony, and support biological control agents.",diazinon and bifenthrin
22,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer,"Utilize resistant varieties, hand-pick and eliminate egg masses at the seedbed and transplanting, make sure to plant at the right time and in synchrony, and support biological control agents.",diazinon and bifenthrin
23,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer,"Utilize resistant varieties, hand-pick and eliminate egg masses at the seedbed and transplanting, make sure to plant at the right time and in synchrony, and support biological control agents.",diazinon and bifenthrin
24,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer,"Utilize resistant varieties, hand-pick and eliminate egg masses at the seedbed and transplanting, make sure to plant at the right time and in synchrony, and support biological control agents.",diazinon and bifenthrin
25,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer,"Utilize resistant varieties, hand-pick and eliminate egg masses at the seedbed and transplanting, make sure to plant at the right time and in synchrony, and support biological control agents.",diazinon and bifenthrin
26,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer,"Utilize resistant varieties, hand-pick and eliminate egg masses at the seedbed and transplanting, make sure to plant at the right time and in synchrony, and support biological control agents.",diazinon and bifenthrin
27,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer,"Utilize resistant varieties, hand-pick and eliminate egg masses at the seedbed and transplanting, make sure to plant at the right time and in synchrony, and support biological control agents.",diazinon and bifenthrin
28,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer,"Utilize resistant varieties, hand-pick and eliminate egg masses at the seedbed and transplanting, make sure to plant at the right time and in synchrony, and support biological control agents.",diazinon and bifenthrin
25,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer,"Utilize resistant varieties, hand-pick and eliminate egg masses at the seedbed and transplanting, make sure to plant at the right time and in synchrony, and support biological control agents.",diazinon and bifenthrin
26,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer,"Utilize resistant varieties, hand-pick and eliminate egg masses at the seedbed and transplanting, make sure to plant at the right time and in synchrony, and support biological control agents.",diazinon and bifenthrin
27,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer,"Utilize resistant varieties, hand-pick and eliminate egg masses at the seedbed and transplanting, make sure to plant at the right time and in synchrony, and support biological control agents.",diazinon and bifenthrin
28,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer,"Utilize resistant varieties, hand-pick and eliminate egg masses at the seedbed and transplanting, make sure to plant at the right time and in synchrony, and support biological control agents.",diazinon and bifenthrin
29,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer,"Utilize resistant varieties, hand-pick and eliminate egg masses at the seedbed and transplanting, make sure to plant at the right time and in synchrony, and support biological control agents.",diazinon and bifenthrin
22,0.58,0.792,0.25,0.75,6,7.5,Pink stem borer,"Plant cultivars each season with the same maturity class and plant synchronously between fields, early planting within a contiguous area such as an irrigation turnout, increase plant density, use well timed and optimal levels of nitrogen and balanced fertilizer, and encourage use of natural enemies.","abamectin, diazinon, bifenthrin, chlorpyrifos"
23,0.58,0.792,0.25,0.75,6,7.5,Pink stem borer,"Plant cultivars each season with the same maturity class and plant synchronously between fields, early planting within a contiguous area such as an irrigation turnout, increase plant density, use well timed and optimal levels of nitrogen and balanced fertilizer, and encourage use of natural enemies.","abamectin, diazinon, bifenthrin, chlorpyrifos"
24,0.58,0.792,0.25,0.75,6,7.5,Pink stem borer,"Plant cultivars each season with the same maturity class and plant synchronously between fields, early planting within a contiguous area such as an irrigation turnout, increase plant density, use well timed and optimal levels of nitrogen and balanced fertilizer, and encourage use of natural enemies.","abamectin, diazinon, bifenthrin, chlorpyrifos"
25,0.58,0.792,0.25,0.75,6,7.5,Pink stem borer,"Plant cultivars each season with the same maturity class and plant synchronously between fields, early planting within a contiguous area such as an irrigation turnout, increase plant density, use well timed and optimal levels of nitrogen and balanced fertilizer, and encourage use of natural enemies.","abamectin, diazinon, bifenthrin, chlorpyrifos"
26,0.58,0.792,0.25,0.75,6,7.5,Pink stem borer,"Plant cultivars each season with the same maturity class and plant synchronously between fields, early planting within a contiguous area such as an irrigation turnout, increase plant density, use well timed and optimal levels of nitrogen and balanced fertilizer, and encourage use of natural enemies.","abamectin, diazinon, bifenthrin, chlorpyrifos"
27,0.58,0.792,0.25,0.75,6,7.5,Pink stem borer,"Plant cultivars each season with the same maturity class and plant synchronously between fields, early planting within a contiguous area such as an irrigation turnout, increase plant density, use well timed and optimal levels of nitrogen and balanced fertilizer, and encourage use of natural enemies.","abamectin, diazinon, bifenthrin, chlorpyrifos"
28,0.58,0.792,0.25,0.75,6,7.5,Pink stem borer,"Plant cultivars each season with the same maturity class and plant synchronously between fields, early planting within a contiguous area such as an irrigation turnout, increase plant density, use well timed and optimal levels of nitrogen and balanced fertilizer, and encourage use of natural enemies.","abamectin, diazinon, bifenthrin, chlorpyrifos"
25,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis","Use resistant varieties, avoid ratooning, flood and plow field after harvest, remove grassy weeds from fields and borders, reduce density of planting, and use balanced fertilizer rates.","Alpha-cypermethrin, abamectin 2%, Cartap hydrochloride"
26,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis","Use resistant varieties, avoid ratooning, flood and plow field after harvest, remove grassy weeds from fields and borders, reduce density of planting, and use balanced fertilizer rates.","Alpha-cypermethrin, abamectin 2%, Cartap hydrochloride"
27,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis","Use resistant varieties, avoid ratooning, flood and plow field after harvest, remove grassy weeds from fields and borders, reduce density of planting, and use balanced fertilizer rates.","Alpha-cypermethrin, abamectin 2%, Cartap hydrochloride"
28,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis","Use resistant varieties, avoid ratooning, flood and plow field after harvest, remove grassy weeds from fields and borders, reduce density of planting, and use balanced fertilizer rates.","Alpha-cypermethrin, abamectin 2%, Cartap hydrochloride"
29,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis","Use resistant varieties, avoid ratooning, flood and plow field after harvest, remove grassy weeds from fields and borders, reduce density of planting, and use balanced fertilizer rates.","Alpha-cypermethrin, abamectin 2%, Cartap hydrochloride"
30,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis","Use resistant varieties, avoid ratooning, flood and plow field after harvest, remove grassy weeds from fields and borders, reduce density of planting, and use balanced fertilizer rates.","Alpha-cypermethrin, abamectin 2%, Cartap hydrochloride"
31,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis","Use resistant varieties, avoid ratooning, flood and plow field after harvest, remove grassy weeds from fields and borders, reduce density of planting, and use balanced fertilizer rates.","Alpha-cypermethrin, abamectin 2%, Cartap hydrochloride"
32,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis","Use resistant varieties, avoid ratooning, flood and plow field after harvest, remove grassy weeds from fields and borders, reduce density of planting, and use balanced fertilizer rates.","Alpha-cypermethrin, abamectin 2%, Cartap hydrochloride"
33,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis","Use resistant varieties, avoid ratooning, flood and plow field after harvest, remove grassy weeds from fields and borders, reduce density of planting, and use balanced fertilizer rates.","Alpha-cypermethrin, abamectin 2%, Cartap hydrochloride"
34,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis","Use resistant varieties, avoid ratooning, flood and plow field after harvest, remove grassy weeds from fields and borders, reduce density of planting, and use balanced fertilizer rates.","Alpha-cypermethrin, abamectin 2%, Cartap hydrochloride"
35,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis","Use resistant varieties, avoid ratooning, flood and plow field after harvest, remove grassy weeds from fields and borders, reduce density of planting, and use balanced fertilizer rates.","Alpha-cypermethrin, abamectin 2%, Cartap hydrochloride"
13,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
14,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
15,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
16,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
17,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
18,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
19,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
20,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
21,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
22,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
23,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
24,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
25,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
26,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
27,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
28,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
29,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
30,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
31,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus,"Use resistant varieities, employ the use of large-scale synchronous planting, plow under-infected crop residues, volunteer rice, infected ratoons, alternate hosts of the virus, and the vector immediately after harvest, and rogue and burn infected plants",Spray alpha-cypermethrin 5-7.5ml /15L of water (or) Spray with imidacloprid at 5-7ml/15L of water
15,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
16,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
17,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
18,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
19,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
20,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
21,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
22,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
23,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
24,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
25,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
26,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
